ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD
"20101018","논현로 시점에서 119번째 분기된 도로","16","Nonhyeon-ro 119-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 175-1","1",1583,"논현동 172-22","논현로119길","4166119",4.000,34.000,"4","11680","3"
"20101018","강남대로 시점에서 120번째 분기된 도로","15","Gangnam-daero 120-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 167-31","1",1584,"논현동 188-8","강남대로120길","4166010",6.000,65.000,"4","11680","3"
"20101018","봉은사로 시점에서 21번째 분기된 도로","16","Bongeunsa-ro 21-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","논현동 205-5","1",1585,"논현동 156","봉은사로21길","4166340",4.000,62.000,"4","11680","3"
"20101018","논현로 시점에서 115번째 분기된 도로","16","Nonhyeon-ro 115-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 191-12","1",1586,"논현동 169-3","논현로115길","4166115",4.000,67.000,"4","11680","3"
"20101018","삼성로 시점에서 115번째 분기된 도로","16","Samseong-ro 115-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 22-3","1",1587,"삼성동 27-15","삼성로115길","4166394",4.000,120.000,"4","11680","3"
"20101018","학동로 시점에서 4번째 분기된 도로","16","Hakdong-ro 4-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 122","2",1588,"논현동 163-17","학동로4길","4166805",4.000,22.000,"4","11680","3"
"20101018","강남대로 시점에서 122번째 분기된 도로","16","Gangnam-daero 122-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 164-11","1",1589,"논현동 157-15","강남대로122길","4166011",6.000,91.000,"4","11680","3"
"20101018","봉은사로 시점에서 21번째 분기된 도로","16","Bongeunsa-ro 21-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","논현동 205-5","1",1590,"논현동 156","봉은사로21길","4166340",4.000,163.000,"4","11680","3"
"20101018","강남대로 시점에서 122번째 분기된 도로","16","Gangnam-daero 122-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 164-11","1",1591,"논현동 157-15","강남대로122길","4166011",4.000,51.000,"4","11680","3"
"20101018","학동로 시점에서 18번째 분기된 도로","16","Hakdong-ro 18-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 126","1",1592,"논현동 177-9","학동로18길","4166778",4.000,116.000,"4","11680","3"
"20101018","학동로 시점에서 18번째 분기된 도로","16","Hakdong-ro 18-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 126","1",1593,"논현동 177-9","학동로18길","4166778",4.000,116.000,"4","11680","3"
"20101018","강남대로 시점에서 124번째 분기된 도로","16","Gangnam-daero 124-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 143-22","1",1594,"논현동 148","강남대로124길","4166012",4.000,53.000,"4","11680","3"
"20101018","강남대로 시점에서 124번째 분기된 도로","16","Gangnam-daero 124-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 143-22","1",1595,"논현동 148","강남대로124길","4166012",4.000,53.000,"4","11680","3"
"20101018","강남대로 시점에서 126번째 분기된 도로","15","Gangnam-daero 126-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 140-23","1",1596,"논현동 134-6","강남대로126길","4166013",4.000,53.000,"4","11680","3"
"20101018","강남대로 시점에서 126번째 분기된 도로","15","Gangnam-daero 126-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225530","논현동 140-23","1",1597,"논현동 134-6","강남대로126길","4166013",6.000,55.000,"4","11680","3"
"20080901","일제시대 독립운동가인 안창호 선생의 호 도산을 인용, 도산대로변에는 도산의 묘원인 도산공원이 위치함","20","Dosan-daero","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20080926","20141030225533","강남구 신사동 501-2","1",1598,"청담동 130","도산대로","2122001",4.000,409.000,"2","11680","3"
"20101018","봉은사로 시점에서 105번째 분기된 도로","15","Bongeunsa-ro 105-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 105","1",1599,"삼성동 85","봉은사로105길","4166326",6.000,147.000,"4","11680","3"
"20101018","영동대로 시점에서 114번째 분기된 도로","17","Yeongdong-daero 114-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","삼성동 91-34","1",1600,"삼성동 99-15","영동대로114길","4166678",6.000,70.000,"4","11680","3"
"20101018","봉은사로 시점에서 109번째 분기된 도로","16","Bongeunsa-ro 109-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 109-15","1",1601,"삼성동 97","봉은사로109길","4166328",6.000,81.000,"4","11680","3"
"20101018","봉은사로 시점에서 109번째 분기된 도로","16","Bongeunsa-ro 109-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 109-15","1",1602,"삼성동 97","봉은사로109길","4166328",4.000,98.000,"4","11680","3"
"20101018","도산대로 시점에서 58번째 분기된 도로","18","Dosan-daero 58-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","청담동 3","1",1603,"청담동 22-14","도산대로58길","4166288",4.000,409.000,"4","11680","3"
"20101018","선릉로 시점에서 146번째 분기된 도로","16","Seolleung-ro 146-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 1-16","1",1604,"청담동 16-4","선릉로146길","4166468",6.000,409.000,"4","11680","3"
"20101018","봉은사로 시점에서 105번째 분기된 도로","15","Bongeunsa-ro 105-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 105","1",1605,"삼성동 85","봉은사로105길","4166326",6.000,46.000,"4","11680","3"
"20101018","선릉로 시점에서 148번째 분기된 도로","15","Seolleung-ro 148-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 2-3","1",1606,"청담동 5-29","선릉로148길","4166469",4.000,484.000,"4","11680","3"
"20101018","선릉로 시점에서 148번째 분기된 도로","15","Seolleung-ro 148-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 2-3","1",1607,"청담동 5-29","선릉로148길","4166469",6.000,484.000,"4","11680","3"
"20101018","봉은사로 시점에서 109번째 분기된 도로","16","Bongeunsa-ro 109-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","삼성동 109-15","1",1608,"삼성동 97","봉은사로109길","4166328",4.000,28.000,"4","11680","3"
"20101018","도산대로 시점에서 68번째 분기된 도로","16","Dosan-daero 68-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","청담동 5","1",1609,"청담동 16-18","도산대로68길","4166295",5.000,50.000,"4","11680","3"
"20101018","학동로 시점에서 59번째 분기된 도로","16","Hakdong-ro 59-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","청담동 43","1",1610,"청담동 26-5","학동로59길","4166810",4.000,90.000,"4","11680","3"
"20101018","학동로 시점에서 59번째 분기된 도로","16","Hakdong-ro 59-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","청담동 43","1",1611,"청담동 26-5","학동로59길","4166810",4.000,90.000,"4","11680","3"
"20101018","학동로 시점에서 59번째 분기된 도로","16","Hakdong-ro 59-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","청담동 43","1",1612,"청담동 26-5","학동로59길","4166810",4.000,90.000,"4","11680","3"
"20101018","선릉로 시점에서 132번째 분기된 도로","15","Seolleung-ro 132-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 40-33","2",1613,"청담동 45-1","선릉로132길","4166460",4.000,82.000,"4","11680","3"
"20101018","선릉로 시점에서 132번째 분기된 도로","15","Seolleung-ro 132-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 40-33","1",1614,"청담동 45-1","선릉로132길","4166460",3.000,21.000,"4","11680","3"
"20100419","본래 학로였으나 1984년 11월 7일 가로명 제정때 학동로로 부여","20","Hakdong-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225537","논현동 50-2","1",1615,"청담동 134-18","학동로","3122011",4.000,100.000,"3","11680","3"
"20100419","본래 학로였으나 1984년 11월 7일 가로명 제정때 학동로로 부여","20","Hakdong-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225537","논현동 50-2","1",1616,"청담동 134-18","학동로","3122011",4.000,116.000,"3","11680","3"
"20101018","테헤란로 시점에서 70번째 분기된 도로","16","Teheran-ro 70-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","대치동 891","1",1617,"대치동 895-9","테헤란로70길","4166755",4.000,380.000,"4","11680","3"
"20101018","언주로 시점에서 121번째 분기된 도로","16","Eonju-ro 121-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","논현동 225-3","1",1618,"논현동 219-34","언주로121길","4166568",4.000,83.000,"4","11680","3"
"20101018","선릉로 시점에서 10번째 분기된 도로","16","Seolleung-ro 10-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","개포동 168-5","1",1619,"개포동 161","선릉로10길","4166443",6.000,107.000,"4","11680","3"
"20101018","언주로 시점에서 6번째 분기된 도로","17","Eonju-ro 6-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","개포동 600-35","1",1620,"개포동 660-31","언주로6길","4166611",6.000,65.000,"4","11680","3"
"20101018","삼성로 시점에서 104번째 분기된 도로","16","Samseong-ro 104-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 150-19","1",1621,"삼성동 153-29","삼성로104길","4166389",4.000,59.000,"4","11680","3"
"20101018","광평로 시점에서 56번째 분기된 도로","17","Gwangpyeong-ro 56-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","수서동 723","1",1622,"수서동 726-5","광평로56길","4166082",10.000,120.000,"4","11680","3"
"20101018","광평로 시점에서 31번째 분기된 도로","16","Gwangpyeong-ro 31-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","수서동 747","1",1623,"수서동 745","광평로31길","4166074",6.000,97.000,"4","11680","3"
"20101018","테헤란로 시점에서 19번째 분기된 도로","16","Teheran-ro 19-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","역삼동 647-19","1",1624,"역삼동 626-9","테헤란로19길","4166721",4.000,57.000,"4","11680","3"
"20101018","테헤란로 시점에서 19번째 분기된 도로","16","Teheran-ro 19-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","역삼동 647-19","1",1625,"역삼동 626-9","테헤란로19길","4166721",4.000,18.000,"4","11680","3"
"20101018","강남대로 시점에서 94번째 분기된 도로","15","Gangnam-daero 94-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","역삼동 818-15","1",1626,"역삼동 646-14","강남대로94길","4166037",4.000,85.000,"4","11680","3"
"20101018","테헤란로 시점에서 25번째 분기된 도로","16","Teheran-ro 25-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225537","역삼동 646-16","1",1627,"역삼동 608-23","테헤란로25길","4166726",4.000,74.000,"4","11680","3"
"20101018","언주로 시점에서 106번째 분기된 도로","15","Eonju-ro 106-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","역삼동 687-1","1",1628,"역삼동 685-28","언주로106길","4166561",4.000,63.000,"4","11680","3"
"20090701","옛 지명 인용","20","Eonju-ro","20141030","기재내용정정","71","20090710","20181107140455","서울특별시 서초구 내곡동 산12-431(인능산1자연공원)","1",1629,"서울특별시 강남구 압구정동 480","언주로","3005086",4.000,12080.000,"3","11680","2"
"20101018","밤고개로 시점에서 23번째 분기된 도로","16","Bamgogae-ro 23-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","율현동 255-5","1",1630,"율현동 231-2","밤고개로23길","4166317",4.000,137.000,"4","11680","3"
"20101018","밤고개로 시점에서 24번째 분기된 도로","16","Bamgogae-ro 24-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","율현동 294","1",1631,"율현동 325-24","밤고개로24길","4166318",6.000,32.000,"4","11680","3"
"20101018","광평로 시점에서 10번째 분기된 도로","16","Gwangpyeong-ro 10-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","일원동 731","1",1632,"일원동 739","광평로10길","4166070",10.000,449.000,"4","11680","3"
"20101018","선릉로 시점에서 16번째 분기된 도로","16","Seolleung-ro 16-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","개포동 172-11","1",1633,"개포동 171-6","선릉로16길","4166479",6.000,214.000,"4","11680","3"
"20101018","밤고개로 시점에서 5번째 분기된 도로","16","Bamgogae-ro 5-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","수서동 725","1",1634,"수서동 751","밤고개로5길","4166323",8.000,80.000,"4","11680","3"
"20101018","삼성로 시점에서 72번째 분기된 도로","16","Samseong-ro 72-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","대치동 961-13","1",1635,"대치동 976-8","삼성로72길","4166425",6.000,67.000,"4","11680","3"
"20101018","밤고개로 시점에서 12번째 분기된 도로","16","Bamgogae-ro 12-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 213-1","1",1636,"자곡동 251-9","밤고개로12길","4166313",6.000,60.000,"4","11680","3"
"20101018","밤고개로 시점에서 12번째 분기된 도로","16","Bamgogae-ro 12-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 213-1","1",1637,"자곡동 251-9","밤고개로12길","4166313",6.000,61.000,"4","11680","3"
"20101018","밤고개로 시점에서 14번째 분기된 도로","18","Bamgogae-ro 14-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 303","1",1638,"자곡동 271-6","밤고개로14길","4166314",8.000,61.000,"4","11680","3"
"20101018","밤고개로 시점에서 14번째 분기된 도로","18","Bamgogae-ro 14-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 303","1",1639,"자곡동 271-6","밤고개로14길","4166314",4.000,35.000,"4","11680","3"
"20101018","밤고개로 시점에서 14번째 분기된 도로","18","Bamgogae-ro 14-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 303","1",1640,"자곡동 271-6","밤고개로14길","4166314",4.000,81.000,"4","11680","3"
"20101018","밤고개로 시점에서 14번째 분기된 도로","18","Bamgogae-ro 14-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 303","1",1641,"자곡동 271-6","밤고개로14길","4166314",4.000,78.000,"4","11680","3"
"20101018","자곡로 시점에서 7번째 분기된 도로","16","Jagok-ro 7-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20120615","20141030225537","자곡동 367-6","2",1642,"자곡동 519-5","자곡로7길","4166876",6.000,39.000,"4","11680","3"
"20101018","자곡로 시점에서 7번째 분기된 도로","16","Jagok-ro 7-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20120615","20141030225537","자곡동 367-6","2",1643,"자곡동 519-5","자곡로7길","4166876",6.000,40.000,"4","11680","3"
"20101018","자곡로 시점에서 7번째 분기된 도로","16","Jagok-ro 7-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20120615","20141030225537","자곡동 367-6","2",1644,"자곡동 519-5","자곡로7길","4166876",5.000,40.000,"4","11680","3"
"20101018","자곡로 시점에서 7번째 분기된 도로","16","Jagok-ro 7-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20120615","20141030225537","자곡동 367-6","2",1645,"자곡동 519-5","자곡로7길","4166876",6.000,40.000,"4","11680","3"
"20101018","자곡로 시점에서 7번째 분기된 도로","16","Jagok-ro 7-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20120615","20141030225537","자곡동 367-6","2",1646,"자곡동 519-5","자곡로7길","4166876",4.000,35.000,"4","11680","3"
"20101018","삼성로 시점에서 147번째 분기된 도로","16","Samseong-ro 147-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","청담동 8","1",1647,"청담동 16-19","삼성로147길","4166408",6.000,392.000,"4","11680","3"
"20101018","도산대로 시점에서 98번째 분기된 도로","15","Dosan-daero 98-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","청담동 57","1",1648,"청담동 59-30","도산대로98길","4166311",4.000,78.000,"4","11680","3"
"20101018","압구정로 시점에서 79번째 분기된 도로","16","Apgujeong-ro 79-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225535","청담동 118-17","1",1649,"청담동 129","압구정로79길","4166538",6.000,97.000,"4","11680","3"
"20101018","남부순환로 강남구 시점에서 375번째 분기된 도로","18","Nambusunhwan-ro 375-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","도곡동 196-1","1",1650,"도곡동 193-46","남부순환로375길","4166097",4.000,16.000,"4","11680","3"
"20101018","밤고개로 시점에서 34번째 분기된 도로","17","Bamgogae-ro 34-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","세곡동 164-10","2",1651,"세곡동 298-2","밤고개로34길","4166321",4.000,19.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","세곡동 278-9","1",1653,"세곡동 444-2","헌릉로571길","4166877",6.000,86.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","세곡동 278-9","1",1654,"세곡동 444-2","헌릉로571길","4166877",6.000,92.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","세곡동 278-9","1",1655,"세곡동 444-2","헌릉로571길","4166877",6.000,92.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","세곡동 278-9","1",1656,"세곡동 444-2","헌릉로571길","4166877",6.000,94.000,"4","11680","3"
"20101018","헌릉로 569번 기초구간에서 분기된 도로","17","Heolleung-ro 569-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20120615","20141030225538","세곡동 311-6","1",1657,"세곡동 458-7","헌릉로569길","4166875",6.000,134.000,"4","11680","3"
"20101018","헌릉로 569번 기초구간에서 분기된 도로","20","Heolleung-ro 569-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20120615","20141030225538","세곡동 311-6","1",1658,"세곡동 458-7","헌릉로569길","4166875",6.000,390.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","세곡동 278-9","2",1659,"세곡동 444-2","헌릉로571길","4166877",4.000,23.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","세곡동 278-9","1",1660,"세곡동 444-2","헌릉로571길","4166877",6.000,146.000,"4","11680","3"
"20101018","개포로 시점에서 82번째 분기된 도로","16","Gaepo-ro 82-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","일원동 186-13","1",1661,"일원동 186-2","개포로82길","4166068",6.000,314.000,"4","11680","3"
"20101018","개포로 시점에서 82번째 분기된 도로","16","Gaepo-ro 82-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","일원동 186-13","1",1662,"일원동 186-2","개포로82길","4166068",9.000,314.000,"4","11680","3"
"20101018","개포로 시점에서 82번째 분기된 도로","16","Gaepo-ro 82-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","일원동 186-13","1",1663,"일원동 186-2","개포로82길","4166068",8.000,194.000,"4","11680","3"
"20101018","학동로 시점에서 30번째 분기된 도로","16","Hakdong-ro 30-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 208","1",1664,"논현동 220-18","학동로30길","4166790",4.000,401.000,"4","11680","3"
"20101018","학동로 시점에서 30번째 분기된 도로","16","Hakdong-ro 30-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 208","1",1665,"논현동 220-18","학동로30길","4166790",4.000,401.000,"4","11680","3"
"20101018","학동로 시점에서 42번째 분기된 도로","16","Hakdong-ro 42-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 238-10","1",1666,"논현동 275-5","학동로42길","4166798",4.000,317.000,"4","11680","3"
"20101018","학동로 시점에서 42번째 분기된 도로","16","Hakdong-ro 42-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 238-10","1",1667,"논현동 275-5","학동로42길","4166798",4.000,95.000,"4","11680","3"
"20101018","학동로 시점에서 42번째 분기된 도로","16","Hakdong-ro 42-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 238-10","1",1668,"논현동 275-5","학동로42길","4166798",4.000,62.000,"4","11680","3"
"20101018","학동로 시점에서 42번째 분기된 도로","16","Hakdong-ro 42-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","논현동 238-10","1",1669,"논현동 275-5","학동로42길","4166798",4.000,53.000,"4","11680","3"
"20101018","언주로 시점에서 122번째 분기된 도로","16","Eonju-ro 122-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","논현동 249-11","1",1670,"논현동 257-16","언주로122길","4166569",4.000,71.000,"4","11680","3"
"20101018","언주로 시점에서 122번째 분기된 도로","16","Eonju-ro 122-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225536","논현동 249-11","1",1671,"논현동 257-16","언주로122길","4166569",4.000,40.000,"4","11680","3"
"20101018","논현로 시점에서 118번째 분기된 도로","15","Nonhyeon-ro 118-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","논현동 222-16","1",1672,"논현동 226-2","논현로118길","4166118",6.000,113.000,"4","11680","3"
"20101018","삼성로 시점에서 120번째 분기된 도로","16","Samseong-ro 120-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","삼성동 65-5","2",1673,"삼성동 63","삼성로120길","4166398",4.000,152.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225538","세곡동 278-9","1",1674,"세곡동 444-2","헌릉로571길","4166877",6.000,93.000,"4","11680","3"
"20101018","광평로 시점에서 46번째 분기된 도로","15","Gwangpyeong-ro 46-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","수서동 450-2","1",1675,"수서동 475-6","광평로46길","4166079",7.000,92.000,"4","11680","3"
"20101018","광평로 시점에서 51번째 분기된 도로","16","Gwangpyeong-ro 51-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","수서동 713","1",1676,"수서동 710","광평로51길","4166081",10.000,103.000,"4","11680","3"
"20100419","광평대군의 묘역이 위치하여 묘역의 명칭을 사용하여 제정","20","Gwangpyeong-ro","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100420","20141030225531","일원동 702-11","1",1677,"수서동 718","광평로","3122002",15.000,103.000,"3","11680","3"
"20101018","논현로 시점에서 95번째 분기된 도로","15","Nonhyeon-ro 95-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225532","역삼동 643-6","1",1678,"역삼동 638-20","논현로95길","4166207",4.000,138.000,"4","11680","3"
"20101018","밤고개로 시점에서 12번째 분기된 도로","16","Bamgogae-ro 12-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 213-1","1",1679,"자곡동 251-9","밤고개로12길","4166313",5.000,80.000,"4","11680","3"
"20101018","밤고개로 시점에서 12번째 분기된 도로","16","Bamgogae-ro 12-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 213-1","1",1680,"자곡동 251-9","밤고개로12길","4166313",6.000,79.000,"4","11680","3"
"20101018","밤고개로 시점에서 12번째 분기된 도로","16","Bamgogae-ro 12-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 213-1","1",1681,"자곡동 251-9","밤고개로12길","4166313",6.000,71.000,"4","11680","3"
"20101018","밤고개로 시점에서 12번째 분기된 도로","16","Bamgogae-ro 12-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","자곡동 213-1","1",1682,"자곡동 251-9","밤고개로12길","4166313",5.000,140.000,"4","11680","3"
"20101018","헌릉로 시점에서 571번 기초구간에서 분기된 도로","20","Heolleung-ro 571-gil","20141030","직권수정(속성변경)","99","20101203","20190426160940","세곡동 278-9","1",1683,"세곡동 444-2","헌릉로571길","4166877",11.000,94.000,"4","11680","3"
"20101018","봉은사로 시점에서 43번째 분기된 도로","16","Bongeunsa-ro 43-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225534","논현동 277-27","1",1684,"논현동 264","봉은사로43길","4166352",4.000,76.000,"4","11680","3"
"20101018","봉은사로 시점에서 1번째 분기된 도로","16","Bongeunsa-ro 1-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225533","논현동 200-6","2",1685,"논현동 166","봉은사로1길","4166338",4.000,17.000,"4","11680","3"
"20101018","남부순환로 강남구 시점에서 365번째 분기된 도로","16","Nambusunhwan-ro 365-gil","20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20101203","20141030225531","도곡동 909-3","0",1686,"도곡동 876-19","남부순환로365길","4166094",12.000,462.000,"4","11680","3"
